사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,사상자합계
2022042600100146,2022년 4월 26일 08시,화요일,세종특별자치시 도담동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,승용,여,48세,경상,0.0068
2022042600100359,2022년 4월 26일 15시,화요일,세종특별자치시 도담동,경상사고,0,0,1,2,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,63세,상해없음,보행자,기타불명,미분류,기타불명,0.013399999999999999
2022042700100162,2022년 4월 27일 09시,수요일,세종특별자치시 어진동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,56세,상해없음,승용,여,34세,경상,0.0136
2022042700100245,2022년 4월 27일 12시,수요일,세종특별자치시 도담동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,여,32세,상해없음,승용,여,36세,부상신고,0.0033
2022042700100292,2022년 4월 27일 13시,수요일,세종특별자치시 보람동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,37세,상해없음,이륜,남,48세,경상,0.0068
2022042700100445,2022년 4월 27일 17시,수요일,세종특별자치시 대평동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,53세,상해없음,승합,남,27세,상해없음,0.0068
2022042700100490,2022년 4월 27일 18시,수요일,세종특별자치시 고운동,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,40세,상해없음,보행자,여,12세,부상신고,0.0033
2022042800100124,2022년 4월 28일 08시,목요일,세종특별자치시 금남면,사망사고,1,0,0,0,차량단독 - 도로외이탈 - 추락,안전운전불이행,건조,맑음,단일로 - 기타,농기계,남,75세,사망,,,,,1.0
2022042800100395,2022년 4월 28일 16시,목요일,세종특별자치시 소담동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,41세,상해없음,보행자,여,9세,부상신고,0.0033
2022042900100226,2022년 4월 29일 10시,금요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,67세,상해없음,승용,남,65세,중상,0.1168
2022043000100168,2022년 4월 30일 11시,토요일,세종특별자치시 다정동,경상사고,0,0,2,1,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,화물,남,60세,경상,0.0169
2022050100100278,2022년 5월 1일 15시,일요일,세종특별자치시 대평동,부상신고사고,0,0,0,3,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,62세,부상신고,승합,남,50세,부상신고,0.009899999999999999
2022050100100419,2022년 5월 1일 20시,일요일,세종특별자치시 종촌동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,이륜,남,35세,부상신고,0.0033
2022050200100121,2022년 5월 2일 08시,월요일,세종특별자치시 고운동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),여,16세,상해없음,보행자,남,21세,중상,0.1168
2022050200100157,2022년 5월 2일 09시,월요일,세종특별자치시 금남면,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,31세,상해없음,승용,여,34세,경상,0.0068
2022050200100258,2022년 5월 2일 12시,월요일,세종특별자치시 어진동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,33세,상해없음,자전거,여,49세,경상,0.0068
2022050300100072,2022년 5월 3일 07시,화요일,세종특별자치시 합강동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,53세,경상,승용,여,52세,경상,0.0136
2022050300100189,2022년 5월 3일 10시,화요일,세종특별자치시 나성동,경상사고,0,0,3,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,58세,경상,화물,여,21세,경상,0.020399999999999998
2022050300100228,2022년 5월 3일 11시,화요일,세종특별자치시 전의면,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,교차로 - 교차로부근,승합,남,67세,상해없음,승용,여,68세,경상,0.0068
2022050300100365,2022년 5월 3일 15시,화요일,세종특별자치시 연기면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,여,26세,경상,0.0068
2022050300100459,2022년 5월 3일 17시,화요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,47세,상해없음,보행자,남,4세,경상,0.0068
2022050400100583,2022년 5월 4일 18시,수요일,세종특별자치시 대평동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,원동기,남,25세,중상,0.1168
2022050400100664,2022년 5월 4일 20시,수요일,세종특별자치시 아름동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,13세,상해없음,보행자,여,49세,경상,0.0068
2022050400100665,2022년 5월 4일 20시,수요일,세종특별자치시 종촌동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,62세,상해없음,승용,여,46세,부상신고,0.0033
2022050400100717,2022년 5월 4일 22시,수요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,자전거,남,12세,경상,자전거,남,13세,상해없음,0.0068
2022050500100018,2022년 5월 5일 00시,목요일,세종특별자치시 나성동,사망사고,1,1,0,0,차대사람 - 횡단중,기타,건조,맑음,단일로 - 기타,이륜,남,24세,중상,보행자,남,63세,사망,1.1168
2022050600100609,2022년 5월 6일 20시,금요일,세종특별자치시 종촌동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,45세,상해없음,이륜,남,43세,중상,0.1168
2022050700100155,2022년 5월 7일 11시,토요일,세종특별자치시 어진동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,건조,맑음,교차로 - 교차로안,승용,여,44세,상해없음,승용,남,58세,경상,0.0068
2022050700100243,2022년 5월 7일 13시,토요일,세종특별자치시 금남면,부상신고사고,0,0,0,6,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,화물,남,32세,부상신고,승용,남,52세,부상신고,0.019799999999999998
2022050700100462,2022년 5월 7일 19시,토요일,세종특별자치시 도담동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 교량,자전거,남,41세,부상신고,자전거,남,52세,상해없음,0.0033
2022050800100217,2022년 5월 8일 13시,일요일,세종특별자치시 아름동,경상사고,0,0,4,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,20세,상해없음,승용,남,42세,경상,0.0272
2022050800100310,2022년 5월 8일 16시,일요일,세종특별자치시 고운동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,67세,상해없음,승용,남,27세,경상,0.0068
2022050800100364,2022년 5월 8일 18시,일요일,세종특별자치시 종촌동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,13세,기타불명,보행자,여,18세,경상,0.0068
2022050900100122,2022년 5월 9일 08시,월요일,세종특별자치시 반곡동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,44세,상해없음,보행자,여,15세,경상,0.0068
2022050900100156,2022년 5월 9일 09시,월요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,53세,상해없음,승용,남,59세,경상,0.0068
2022050900100225,2022년 5월 9일 11시,월요일,세종특별자치시 장군면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,46세,경상,승용,여,46세,상해없음,0.0068
2022050900100517,2022년 5월 9일 18시,월요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,52세,상해없음,자전거,남,9세,경상,0.0068
2022051100100069,2022년 5월 11일 07시,수요일,세종특별자치시 조치원읍,경상사고,0,0,3,0,차대차 - 추돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승합,남,45세,경상,0.020399999999999998
2022051100100375,2022년 5월 11일 16시,수요일,세종특별자치시 장군면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,24세,상해없음,승용,여,33세,경상,0.0068
2022051100100466,2022년 5월 11일 18시,수요일,세종특별자치시 대평동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,자전거,남,45세,경상,0.0068
2022051100100467,2022년 5월 11일 18시,수요일,세종특별자치시 소담동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,62세,상해없음,보행자,여,22세,중상,0.1168
2022051100100528,2022년 5월 11일 20시,수요일,세종특별자치시 도담동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,개인형이동수단(PM),남,13세,상해없음,보행자,여,48세,부상신고,0.0033
2022051200100186,2022년 5월 12일 10시,목요일,세종특별자치시 전동면,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,82세,상해없음,보행자,남,76세,중상,0.1168
2022051200100312,2022년 5월 12일 14시,목요일,세종특별자치시 대평동,경상사고,0,0,3,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,62세,상해없음,승용,여,41세,상해없음,0.020399999999999998
2022051200100350,2022년 5월 12일 15시,목요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),여,56세,상해없음,자전거,여,80세,중상,0.1168
2022051300100129,2022년 5월 13일 08시,금요일,세종특별자치시 장군면,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,여,50세,상해없음,승용,남,55세,경상,0.0068
2022051300100130,2022년 5월 13일 08시,금요일,세종특별자치시 나성동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,52세,상해없음,승용,여,47세,경상,0.0136
2022051300100235,2022년 5월 13일 11시,금요일,세종특별자치시 어진동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,43세,상해없음,자전거,남,48세,부상신고,0.0033
2022051300100456,2022년 5월 13일 17시,금요일,세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,29세,상해없음,자전거,남,13세,경상,0.0068
2022051400100478,2022년 5월 14일 17시,토요일,세종특별자치시 다정동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,기타 - 기타,개인형이동수단(PM),여,27세,상해없음,보행자,여,39세,경상,0.0068
2022051400100635,2022년 5월 14일 22시,토요일,세종특별자치시 다정동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,자전거,남,21세,경상,,,,,0.0068
2022051600100175,2022년 5월 16일 09시,월요일,세종특별자치시 아름동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,42세,상해없음,개인형이동수단(PM),여,20세,부상신고,0.0033
2022051600100176,2022년 5월 16일 09시,월요일,세종특별자치시 아름동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,여,66세,상해없음,승용,여,39세,경상,0.0068
2022051600100297,2022년 5월 16일 13시,월요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,24세,상해없음,보행자,여,24세,경상,0.0068
2022051600100333,2022년 5월 16일 14시,월요일,세종특별자치시 연서면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,승용,남,62세,경상,0.0068
2022051600100536,2022년 5월 16일 19시,월요일,세종특별자치시 아름동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,59세,상해없음,자전거,남,12세,경상,0.0068
2022051700100320,2022년 5월 17일 14시,화요일,세종특별자치시 어진동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,47세,상해없음,승용,남,63세,경상,0.0068
2022051700100390,2022년 5월 17일 16시,화요일,세종특별자치시 부강면,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,보행자,여,83세,중상,0.1168
2022051700100498,2022년 5월 17일 18시,화요일,세종특별자치시 한솔동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,여,11세,경상,승용,남,58세,상해없음,0.0068
2022051700100499,2022년 5월 17일 18시,화요일,세종특별자치시 어진동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,42세,상해없음,승용,남,35세,경상,0.0068
2022051800100134,2022년 5월 18일 08시,수요일,세종특별자치시 연동면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,65세,상해없음,승용,남,40세,경상,0.0068
2022051800100457,2022년 5월 18일 17시,수요일,세종특별자치시 연서면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,27세,상해없음,원동기,남,51세,경상,0.0068
2022051800100458,2022년 5월 18일 17시,수요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,32세,상해없음,자전거,여,10세,경상,0.0068
2022051900100421,2022년 5월 19일 17시,목요일,세종특별자치시 반곡동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,자전거,여,63세,경상,자전거,여,21세,상해없음,0.0068
2022051900100515,2022년 5월 19일 20시,목요일,세종특별자치시 어진동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,44세,상해없음,개인형이동수단(PM),여,31세,부상신고,0.0033
2022051900100547,2022년 5월 19일 21시,목요일,세종특별자치시 장군면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,61세,상해없음,보행자,여,48세,중상,0.1168
2022052000100224,2022년 5월 20일 11시,금요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,자전거,남,66세,경상,0.0068
2022052000100325,2022년 5월 20일 14시,금요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,65세,중상,자전거,남,38세,상해없음,0.1168
2022052000100424,2022년 5월 20일 16시,금요일,세종특별자치시 부강면,중상사고,0,1,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,48세,중상,화물,남,25세,경상,0.1236
2022052100100026,2022년 5월 21일 00시,토요일,세종특별자치시 합강동,중상사고,0,2,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,50세,상해없음,승용,남,20세,중상,0.2404
2022052100100137,2022년 5월 21일 09시,토요일,세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,71세,상해없음,개인형이동수단(PM),남,16세,경상,0.0068
2022052200100181,2022년 5월 22일 12시,일요일,세종특별자치시 어진동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,48세,상해없음,이륜,남,41세,경상,0.0068
2022052200100418,2022년 5월 22일 19시,일요일,세종특별자치시 보람동,중상사고,0,1,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,승용,남,51세,중상,0.1236
2022052200100464,2022년 5월 22일 21시,일요일,세종특별자치시 보람동,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,43세,기타불명,자전거,남,14세,중상,0.1168
2022052300100233,2022년 5월 23일 11시,월요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세,상해없음,승용,남,32세,경상,0.0068
2022052300100300,2022년 5월 23일 13시,월요일,세종특별자치시 대평동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,38세,상해없음,승합,남,32세,경상,0.0068
2022052300100426,2022년 5월 23일 16시,월요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,60세,상해없음,보행자,남,79세,중상,0.1168
2022052300100571,2022년 5월 23일 20시,월요일,세종특별자치시 대평동,부상신고사고,0,0,0,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,69세,상해없음,승용,남,33세,부상신고,0.0033
2022052400100010,2022년 5월 24일 00시,화요일,세종특별자치시 소담동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,62세,상해없음,개인형이동수단(PM),남,15세,경상,0.0068
2022052400100551,2022년 5월 24일 20시,화요일,세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,기타,단일로 - 기타,승용,여,33세,상해없음,자전거,남,11세,경상,0.0068
2022052500100020,2022년 5월 25일 02시,수요일,세종특별자치시 소담동,경상사고,0,0,1,0,차량단독 - 전도전복 - 전도,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,15세,경상,,,,,0.0068
2022052500100032,2022년 5월 25일 04시,수요일,세종특별자치시 금남면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,기타,단일로 - 기타,승용,남,41세,상해없음,화물,남,49세,중상,0.1168
2022052500100075,2022년 5월 25일 07시,수요일,세종특별자치시 연기면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,33세,상해없음,승용,여,46세,경상,0.0068
2022052500100474,2022년 5월 25일 17시,수요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,화물,남,63세,상해없음,승합,남,43세,경상,0.0068
2022052600100053,2022년 5월 26일 04시,목요일,세종특별자치시 나성동,중상사고,0,2,0,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,29세,중상,,,,,0.2336
2022052600100184,2022년 5월 26일 09시,목요일,세종특별자치시 도담동,부상신고사고,0,0,0,1,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,66세,상해없음,보행자,여,18세,부상신고,0.0033
2022052700100290,2022년 5월 27일 13시,금요일,세종특별자치시 반곡동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,개인형이동수단(PM),여,16세,경상,0.0068
2022052700100556,2022년 5월 27일 18시,금요일,세종특별자치시 반곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,28세,상해없음,승용,여,30세,경상,0.0068
2022052700100630,2022년 5월 27일 20시,금요일,세종특별자치시 어진동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,이륜,남,64세,중상,0.1168
2022052800100377,2022년 5월 28일 15시,토요일,세종특별자치시 연기면,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,41세,상해없음,보행자,여,18세,부상신고,0.0033
2022052900100018,2022년 5월 29일 00시,일요일,세종특별자치시 연서면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,26세,상해없음,승용,남,25세,상해없음,0.0068
2022052900100158,2022년 5월 29일 11시,일요일,세종특별자치시 아름동,경상사고,0,0,4,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,73세,상해없음,승용,남,51세,경상,0.0272
2022053000100127,2022년 5월 30일 09시,월요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,42세,기타불명,승용,여,56세,경상,0.0068
2022053000100286,2022년 5월 30일 14시,월요일,세종특별자치시 어진동,중상사고,0,1,1,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,승용,여,50세,중상,0.1236
2022053100100321,2022년 5월 31일 13시,화요일,세종특별자치시 종촌동,중상사고,0,1,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,보행자,여,6세,중상,0.1236
2022053100100607,2022년 5월 31일 19시,화요일,세종특별자치시 아름동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,자전거,남,13세,상해없음,보행자,남,8세,부상신고,0.0033
2022060100100041,2022년 6월 1일 01시,수요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,이륜,남,26세,상해없음,자전거,여,37세,경상,0.0068
2022060100100056,2022년 6월 1일 02시,수요일,세종특별자치시 어진동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,보행자,남,37세,부상신고,0.0033
2022060100100111,2022년 6월 1일 07시,수요일,세종특별자치시 집현동,사망사고,1,0,0,0,차량단독 - 공작물충돌,기타,건조,맑음,단일로 - 기타,승용,남,29세,사망,,,,,1.0
2022060100100156,2022년 6월 1일 09시,수요일,세종특별자치시 세종동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,39세,상해없음,보행자,여,56세,중상,0.1168
2022060100100180,2022년 6월 1일 10시,수요일,세종특별자치시 장군면,사망사고,1,0,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,37세,상해없음,자전거,남,72세,사망,1.0
2022060100100246,2022년 6월 1일 12시,수요일,세종특별자치시 부강면,중상사고,0,1,0,0,차대차 - 측면충돌,불법유턴,건조,맑음,교차로 - 교차로안,이륜,남,82세,중상,승용,남,66세,상해없음,0.1168
2022060100100320,2022년 6월 1일 14시,수요일,세종특별자치시 나성동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,여,47세,상해없음,이륜,남,48세,중상,0.1168
2022060100100524,2022년 6월 1일 20시,수요일,세종특별자치시 반곡동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,이륜,남,16세,중상,승합,남,47세,상해없음,0.1168
2022060200100067,2022년 6월 2일 07시,목요일,세종특별자치시 금남면,중상사고,0,1,4,4,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승합,남,61세,상해없음,0.15719999999999998
2022060200100100,2022년 6월 2일 08시,목요일,세종특별자치시 해밀동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,자전거,남,9세,부상신고,0.0033
2022060200100294,2022년 6월 2일 14시,목요일,세종특별자치시 합강동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,72세,경상,승용,여,33세,경상,0.0136
2022060200100420,2022년 6월 2일 17시,목요일,세종특별자치시 보람동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),여,17세,상해없음,보행자,남,8세,경상,0.0068
2022060300100074,2022년 6월 3일 07시,금요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,흐림,교차로 - 교차로안,승용,남,24세,상해없음,승용,남,37세,경상,0.0068
2022060300100462,2022년 6월 3일 17시,금요일,세종특별자치시 종촌동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,48세,상해없음,승용,여,41세,경상,0.0068
2022060300100539,2022년 6월 3일 19시,금요일,세종특별자치시 보람동,경상사고,0,0,1,1,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,18세,부상신고,승용,여,42세,경상,0.0101
2022060400100239,2022년 6월 4일 11시,토요일,세종특별자치시 전동면,사망사고,1,0,0,0,차대차 - 측면충돌,기타,건조,맑음,교차로 - 교차로안,화물,남,40세,상해없음,농기계,남,78세,사망,1.0
2022060400100576,2022년 6월 4일 22시,토요일,세종특별자치시 금남면,부상신고사고,0,0,0,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승용,남,24세,부상신고,0.0033
2022060400100590,2022년 6월 4일 23시,토요일,세종특별자치시 소담동,중상사고,0,1,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,승용,여,42세,중상,0.1304
2022060400100591,2022년 6월 4일 23시,토요일,세종특별자치시 나성동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,46세,중상,,,,,0.1168
2022060500100220,2022년 6월 5일 14시,일요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,자전거,남,61세,경상,화물,남,68세,상해없음,0.0068
2022060500100269,2022년 6월 5일 16시,일요일,세종특별자치시 전의면,경상사고,0,0,4,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,59세,상해없음,승용,남,49세,경상,0.0272
2022060600100315,2022년 6월 6일 16시,월요일,세종특별자치시 어진동,경상사고,0,0,1,1,차대차 - 정면충돌,불법유턴,건조,맑음,교차로 - 교차로부근,승용,여,40세,부상신고,원동기,남,33세,경상,0.0101
